2024.06.18 00:39:58 INFO  Started: Metals version 1.3.1 in folders 'C:\Users\irushi weerasinghe\Desktop\Practical01\diskArea' for client Visual Studio Code 1.90.1.
2024.06.18 00:40:05 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/io/github/alexarchambault/bleep/bloop-backend_2.12/1.5.17-sc-2/bloop-backend_2.12-1.5.17-sc-2.pom
2024.06.18 00:40:06 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/io/github/alexarchambault/libdaemon/libdaemon_2.12/0.0.11/libdaemon_2.12-0.0.11.pom
2024.06.18 00:40:06 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/ch/epfl/scala/scala-debug-adapter_2.12/4.1.1/scala-debug-adapter_2.12-4.1.1.pom
2024.06.18 00:40:06 INFO  BSP server: Downloading https://repo1.maven.org/maven2/ch/qos/logback/logback-parent/1.4.14/logback-parent-1.4.14.pom
2024.06.18 00:40:06 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/ch/qos/logback/logback-parent/1.4.14/logback-parent-1.4.14.pom
2024.06.18 00:40:06 INFO  BSP server: Downloading https://repo1.maven.org/maven2/com/lihaoyi/sourcecode_2.12/0.4.1/sourcecode_2.12-0.4.1.pom
2024.06.18 00:40:06 INFO  BSP server: Downloading https://repo1.maven.org/maven2/ch/epfl/scala/com-microsoft-java-debug-core/0.34.0+30/com-microsoft-java-debug-core-0.34.0+30.pom
2024.06.18 00:40:06 INFO  BSP server: Downloading https://repo1.maven.org/maven2/io/github/alexarchambault/bleep/nailgun-server/1.0.7/nailgun-server-1.0.7.pom
2024.06.18 00:40:06 INFO  BSP server: Downloading https://repo1.maven.org/maven2/org/scalameta/parsers_2.12/4.9.5/parsers_2.12-4.9.5.pom
2024.06.18 00:40:06 INFO  BSP server: Downloading https://repo1.maven.org/maven2/org/scala-lang/modules/scala-collection-compat_2.12/2.12.0/scala-collection-compat_2.12-2.12.0.pom
2024.06.18 00:40:06 INFO  BSP server: Downloading https://repo1.maven.org/maven2/com/lihaoyi/pprint_2.12/0.9.0/pprint_2.12-0.9.0.pom
2024.06.18 00:40:06 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/com/lihaoyi/sourcecode_2.12/0.4.1/sourcecode_2.12-0.4.1.pom
2024.06.18 00:40:06 INFO  BSP server: Downloading https://repo1.maven.org/maven2/io/github/alexarchambault/bleep/bloop-shared_2.12/1.5.17-sc-2/bloop-shared_2.12-1.5.17-sc-2.pom
2024.06.18 00:40:06 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/ch/epfl/scala/com-microsoft-java-debug-core/0.34.0+30/com-microsoft-java-debug-core-0.34.0+30.pom
2024.06.18 00:40:06 INFO  BSP server: Downloading https://repo1.maven.org/maven2/ch/qos/logback/logback-core/1.4.14/logback-core-1.4.14.pom
2024.06.18 00:40:06 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/org/scalameta/parsers_2.12/4.9.5/parsers_2.12-4.9.5.pom
2024.06.18 00:40:06 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/io/github/alexarchambault/bleep/nailgun-server/1.0.7/nailgun-server-1.0.7.pom
2024.06.18 00:40:06 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/org/scala-lang/modules/scala-collection-compat_2.12/2.12.0/scala-collection-compat_2.12-2.12.0.pom
2024.06.18 00:40:07 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/io/github/alexarchambault/bleep/bloop-shared_2.12/1.5.17-sc-2/bloop-shared_2.12-1.5.17-sc-2.pom
2024.06.18 00:40:07 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/ch/qos/logback/logback-core/1.4.14/logback-core-1.4.14.pom
2024.06.18 00:40:07 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/com/lihaoyi/pprint_2.12/0.9.0/pprint_2.12-0.9.0.pom
2024.06.18 00:40:07 INFO  BSP server: Downloading https://repo1.maven.org/maven2/commons-io/commons-io/2.16.1/commons-io-2.16.1.pom
2024.06.18 00:40:07 INFO  BSP server: Downloading https://repo1.maven.org/maven2/com/lihaoyi/fansi_2.12/0.5.0/fansi_2.12-0.5.0.pom
2024.06.18 00:40:07 INFO  BSP server: Downloading https://repo1.maven.org/maven2/io/get-coursier/interface/1.0.13/interface-1.0.13.pom
2024.06.18 00:40:07 INFO  BSP server: Downloading https://repo1.maven.org/maven2/net/java/dev/jna/jna-platform/4.4.0/jna-platform-4.4.0.pom
2024.06.18 00:40:07 INFO  BSP server: Downloading https://repo1.maven.org/maven2/org/scalameta/trees_2.12/4.9.5/trees_2.12-4.9.5.pom
2024.06.18 00:40:07 INFO  BSP server: Downloading https://repo1.maven.org/maven2/net/java/dev/jna/jna/4.5.2/jna-4.5.2.pom
2024.06.18 00:40:07 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/io/get-coursier/interface/1.0.13/interface-1.0.13.pom
2024.06.18 00:40:07 INFO  BSP server: Downloading https://repo1.maven.org/maven2/io/github/alexarchambault/bleep/jsonrpc4s_2.12/0.1.1/jsonrpc4s_2.12-0.1.1.pom
2024.06.18 00:40:07 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/net/java/dev/jna/jna-platform/4.4.0/jna-platform-4.4.0.pom
2024.06.18 00:40:07 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/org/scalameta/trees_2.12/4.9.5/trees_2.12-4.9.5.pom
2024.06.18 00:40:07 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/commons-io/commons-io/2.16.1/commons-io-2.16.1.pom
2024.06.18 00:40:07 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/com/lihaoyi/fansi_2.12/0.5.0/fansi_2.12-0.5.0.pom
2024.06.18 00:40:07 INFO  BSP server: Downloading https://repo1.maven.org/maven2/com/google/code/gson/gson/2.11.0/gson-2.11.0.pom
2024.06.18 00:40:09 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/io/github/alexarchambault/bleep/jsonrpc4s_2.12/0.1.1/jsonrpc4s_2.12-0.1.1.pom
2024.06.18 00:40:09 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/com/google/code/gson/gson/2.11.0/gson-2.11.0.pom
2024.06.18 00:40:09 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/net/java/dev/jna/jna/4.5.2/jna-4.5.2.pom
2024.06.18 00:40:09 INFO  BSP server: Downloading https://repo1.maven.org/maven2/com/google/code/gson/gson-parent/2.11.0/gson-parent-2.11.0.pom
2024.06.18 00:40:09 INFO  BSP server: Downloading https://repo1.maven.org/maven2/org/apache/commons/commons-parent/69/commons-parent-69.pom
2024.06.18 00:40:09 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/com/google/code/gson/gson-parent/2.11.0/gson-parent-2.11.0.pom
2024.06.18 00:40:09 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/org/apache/commons/commons-parent/69/commons-parent-69.pom
2024.06.18 00:40:10 INFO  BSP server: Downloading https://repo1.maven.org/maven2/org/scalameta/common_2.12/4.9.5/common_2.12-4.9.5.pom
2024.06.18 00:40:10 INFO  BSP server: Downloading https://repo1.maven.org/maven2/org/scala-sbt/launcher-interface/1.0.0/launcher-interface-1.0.0.pom
2024.06.18 00:40:10 INFO  BSP server: Downloading https://repo1.maven.org/maven2/com/github/plokhotnyuk/jsoniter-scala/jsoniter-scala-core_2.12/2.13.5/jsoniter-scala-core_2.12-2.13.5.pom
2024.06.18 00:40:10 INFO  BSP server: Downloading https://repo1.maven.org/maven2/com/google/errorprone/error_prone_annotations/2.27.0/error_prone_annotations-2.27.0.pom
2024.06.18 00:40:10 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/org/scala-sbt/launcher-interface/1.0.0/launcher-interface-1.0.0.pom
2024.06.18 00:40:10 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/com/github/plokhotnyuk/jsoniter-scala/jsoniter-scala-core_2.12/2.13.5/jsoniter-scala-core_2.12-2.13.5.pom
2024.06.18 00:40:10 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/org/scalameta/common_2.12/4.9.5/common_2.12-4.9.5.pom
2024.06.18 00:40:10 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/com/google/errorprone/error_prone_annotations/2.27.0/error_prone_annotations-2.27.0.pom
2024.06.18 00:40:10 INFO  BSP server: Downloading https://repo1.maven.org/maven2/com/google/errorprone/error_prone_parent/2.27.0/error_prone_parent-2.27.0.pom
2024.06.18 00:40:10 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/com/google/errorprone/error_prone_parent/2.27.0/error_prone_parent-2.27.0.pom
2024.06.18 00:40:11 INFO  BSP server: Downloading https://repo1.maven.org/maven2/ch/epfl/scala/scala-debug-adapter_2.12/4.1.1/scala-debug-adapter_2.12-4.1.1.jar
2024.06.18 00:40:11 INFO  BSP server: Downloading https://repo1.maven.org/maven2/io/github/alexarchambault/bleep/bloop-backend_2.12/1.5.17-sc-2/bloop-backend_2.12-1.5.17-sc-2.jar
2024.06.18 00:40:11 INFO  BSP server: Downloading https://repo1.maven.org/maven2/ch/epfl/scala/com-microsoft-java-debug-core/0.34.0+30/com-microsoft-java-debug-core-0.34.0+30.jar
2024.06.18 00:40:11 INFO  BSP server: Downloading https://repo1.maven.org/maven2/com/lihaoyi/sourcecode_2.12/0.4.1/sourcecode_2.12-0.4.1.jar
2024.06.18 00:40:11 INFO  BSP server: Downloading https://repo1.maven.org/maven2/ch/epfl/scala/bloop-config_2.12/2.0.0/bloop-config_2.12-2.0.0.jar
2024.06.18 00:40:11 INFO  BSP server: Downloading https://repo1.maven.org/maven2/com/lihaoyi/fansi_2.12/0.5.0/fansi_2.12-0.5.0.jar
2024.06.18 00:40:11 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/com/lihaoyi/sourcecode_2.12/0.4.1/sourcecode_2.12-0.4.1.jar
2024.06.18 00:40:11 INFO  BSP server: Downloading https://repo1.maven.org/maven2/io/github/alexarchambault/bleep/bloop-frontend_2.12/1.5.17-sc-2/bloop-frontend_2.12-1.5.17-sc-2.jar
2024.06.18 00:40:11 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/ch/epfl/scala/com-microsoft-java-debug-core/0.34.0+30/com-microsoft-java-debug-core-0.34.0+30.jar
2024.06.18 00:40:11 INFO  BSP server: Downloading https://repo1.maven.org/maven2/commons-io/commons-io/2.16.1/commons-io-2.16.1.jar
2024.06.18 00:40:13 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/com/lihaoyi/fansi_2.12/0.5.0/fansi_2.12-0.5.0.jar
2024.06.18 00:40:13 INFO  BSP server: Downloading https://repo1.maven.org/maven2/io/github/alexarchambault/bleep/jsonrpc4s_2.12/0.1.1/jsonrpc4s_2.12-0.1.1.jar
2024.06.18 00:40:13 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/ch/epfl/scala/bloop-config_2.12/2.0.0/bloop-config_2.12-2.0.0.jar
2024.06.18 00:40:13 INFO  BSP server: Downloading https://repo1.maven.org/maven2/org/scalameta/parsers_2.12/4.9.5/parsers_2.12-4.9.5.jar
2024.06.18 00:40:13 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/io/github/alexarchambault/bleep/bloop-backend_2.12/1.5.17-sc-2/bloop-backend_2.12-1.5.17-sc-2.jar
2024.06.18 00:40:13 INFO  BSP server: Downloading https://repo1.maven.org/maven2/com/github/plokhotnyuk/jsoniter-scala/jsoniter-scala-core_2.12/2.13.5/jsoniter-scala-core_2.12-2.13.5.jar
2024.06.18 00:40:13 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/ch/epfl/scala/scala-debug-adapter_2.12/4.1.1/scala-debug-adapter_2.12-4.1.1.jar
2024.06.18 00:40:13 INFO  BSP server: Downloading https://repo1.maven.org/maven2/com/google/code/gson/gson/2.11.0/gson-2.11.0.jar
2024.06.18 00:40:13 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/commons-io/commons-io/2.16.1/commons-io-2.16.1.jar
2024.06.18 00:40:13 INFO  BSP server: Downloading https://repo1.maven.org/maven2/io/github/alexarchambault/bleep/nailgun-server/1.0.7/nailgun-server-1.0.7.jar
2024.06.18 00:40:13 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/com/github/plokhotnyuk/jsoniter-scala/jsoniter-scala-core_2.12/2.13.5/jsoniter-scala-core_2.12-2.13.5.jar
2024.06.18 00:40:13 INFO  BSP server: Downloading https://repo1.maven.org/maven2/com/google/errorprone/error_prone_annotations/2.27.0/error_prone_annotations-2.27.0.jar
2024.06.18 00:40:13 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/io/github/alexarchambault/bleep/bloop-frontend_2.12/1.5.17-sc-2/bloop-frontend_2.12-1.5.17-sc-2.jar
2024.06.18 00:40:13 INFO  BSP server: Downloading https://repo1.maven.org/maven2/ch/qos/logback/logback-core/1.4.14/logback-core-1.4.14.jar
2024.06.18 00:40:13 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/io/github/alexarchambault/bleep/nailgun-server/1.0.7/nailgun-server-1.0.7.jar
2024.06.18 00:40:13 INFO  BSP server: Downloading https://repo1.maven.org/maven2/io/github/alexarchambault/bleep/bloop-shared_2.12/1.5.17-sc-2/bloop-shared_2.12-1.5.17-sc-2.jar
2024.06.18 00:40:14 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/com/google/code/gson/gson/2.11.0/gson-2.11.0.jar
2024.06.18 00:40:14 INFO  BSP server: Downloading https://repo1.maven.org/maven2/org/scalameta/trees_2.12/4.9.5/trees_2.12-4.9.5.jar
2024.06.18 00:40:14 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/com/google/errorprone/error_prone_annotations/2.27.0/error_prone_annotations-2.27.0.jar
2024.06.18 00:40:14 INFO  BSP server: Downloading https://repo1.maven.org/maven2/io/get-coursier/interface/1.0.13/interface-1.0.13.jar
2024.06.18 00:40:14 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/io/github/alexarchambault/bleep/jsonrpc4s_2.12/0.1.1/jsonrpc4s_2.12-0.1.1.jar
2024.06.18 00:40:14 INFO  BSP server: Downloading https://repo1.maven.org/maven2/org/scalameta/common_2.12/4.9.5/common_2.12-4.9.5.jar
2024.06.18 00:40:14 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/io/github/alexarchambault/bleep/bloop-shared_2.12/1.5.17-sc-2/bloop-shared_2.12-1.5.17-sc-2.jar
2024.06.18 00:40:14 INFO  BSP server: Downloading https://repo1.maven.org/maven2/io/github/alexarchambault/libdaemon/libdaemon_2.12/0.0.11/libdaemon_2.12-0.0.11.jar
2024.06.18 00:40:14 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/ch/qos/logback/logback-core/1.4.14/logback-core-1.4.14.jar
2024.06.18 00:40:14 INFO  BSP server: Downloading https://repo1.maven.org/maven2/com/lihaoyi/pprint_2.12/0.9.0/pprint_2.12-0.9.0.jar
2024.06.18 00:40:14 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/io/github/alexarchambault/libdaemon/libdaemon_2.12/0.0.11/libdaemon_2.12-0.0.11.jar
2024.06.18 00:40:14 INFO  BSP server: Downloading https://repo1.maven.org/maven2/ch/qos/logback/logback-classic/1.4.14/logback-classic-1.4.14.jar
2024.06.18 00:40:14 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/com/lihaoyi/pprint_2.12/0.9.0/pprint_2.12-0.9.0.jar
2024.06.18 00:40:14 INFO  BSP server: Downloading https://repo1.maven.org/maven2/org/scala-lang/modules/scala-collection-compat_2.12/2.12.0/scala-collection-compat_2.12-2.12.0.jar
2024.06.18 00:40:15 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/org/scala-lang/modules/scala-collection-compat_2.12/2.12.0/scala-collection-compat_2.12-2.12.0.jar
2024.06.18 00:40:15 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/ch/qos/logback/logback-classic/1.4.14/logback-classic-1.4.14.jar
2024.06.18 00:40:16 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/org/scalameta/parsers_2.12/4.9.5/parsers_2.12-4.9.5.jar
2024.06.18 00:40:19 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/org/scalameta/common_2.12/4.9.5/common_2.12-4.9.5.jar
2024.06.18 00:40:19 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/org/scalameta/trees_2.12/4.9.5/trees_2.12-4.9.5.jar
2024.06.18 00:40:22 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/io/get-coursier/interface/1.0.13/interface-1.0.13.jar
2024.06.18 00:40:22 INFO  BSP server: Starting compilation server
2024.06.18 00:40:26 INFO  BSP server: Downloading https://repo1.maven.org/maven2/org/scala-lang/scala3-sbt-bridge/3.4.2/scala3-sbt-bridge-3.4.2.pom
2024.06.18 00:40:26 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/org/scala-lang/scala3-sbt-bridge/3.4.2/scala3-sbt-bridge-3.4.2.pom
2024.06.18 00:40:26 INFO  BSP server: Downloading https://repo1.maven.org/maven2/org/scala-lang/scala3-sbt-bridge/3.4.2/scala3-sbt-bridge-3.4.2.jar
2024.06.18 00:40:27 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/org/scala-lang/scala3-sbt-bridge/3.4.2/scala3-sbt-bridge-3.4.2.jar
2024.06.18 00:40:27 INFO  BSP server: Downloading https://repo1.maven.org/maven2/com/sourcegraph/semanticdb-javac/0.7.4/semanticdb-javac-0.7.4.pom
2024.06.18 00:40:27 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/com/sourcegraph/semanticdb-javac/0.7.4/semanticdb-javac-0.7.4.pom
2024.06.18 00:40:27 INFO  BSP server: Downloading https://repo1.maven.org/maven2/com/sourcegraph/semanticdb-javac/0.7.4/semanticdb-javac-0.7.4.jar
2024.06.18 00:40:30 INFO  BSP server: Downloaded https://repo1.maven.org/maven2/com/sourcegraph/semanticdb-javac/0.7.4/semanticdb-javac-0.7.4.jar
2024.06.18 00:40:31 INFO  time: Connected to build server in 28s
2024.06.18 00:40:31 INFO  Connected to Build server: scala-cli v1.3.2
2024.06.18 00:40:31 INFO  time: Imported build in 0.34s
2024.06.18 00:40:32 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:40:35 INFO  time: compiled diskArea_f4dd477a3a in 3.17s
2024.06.18 00:40:54 INFO  time: indexed workspace in 22s
2024.06.18 00:43:09 WARN  Could not find semantic tokens for: file:///C:/Users/irushi%20weerasinghe/Desktop/Practical01/diskArea/diskArea.scala
2024.06.18 00:43:09 WARN  Could not find semantic tokens for: file:///C:/Users/irushi%20weerasinghe/Desktop/Practical01/diskArea/diskArea.scala
2024.06.18 00:44:29 WARN  Flyway upgrade recommended: H2 2.2.224 is newer than this version of Flyway and support has not been tested. The latest supported version of H2 is 2.2.220.
2024.06.18 00:44:29 INFO  no build target found for C:\Users\irushi weerasinghe\Desktop\Scala\hello-world\src\main\scala\Main.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.06.18 00:44:29 INFO  no build target found for C:\Users\irushi weerasinghe\Desktop\Scala\hello-world\src\main\scala\Main.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.06.18 00:44:30 INFO  no build target found for C:\Users\irushi weerasinghe\Desktop\Scala\hello-world\src\main\scala\Main.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.06.18 00:44:30 INFO  no build target found for C:\Users\irushi weerasinghe\Desktop\Scala\hello-world\src\main\scala\Main.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.06.18 00:44:30 INFO  no build target found for C:\Users\irushi weerasinghe\Desktop\Scala\hello-world\src\main\scala\Main.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.06.18 00:44:30 INFO  no build target found for C:\Users\irushi weerasinghe\Desktop\Scala\hello-world\src\main\scala\Main.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.06.18 00:44:32 INFO  Running List(C:\Users\irushi weerasinghe\AppData\Local\Coursier\data\bin\scala-cli.BAT, bsp, --workspace, C:\Users\IRUSHI~1\AppData\Local\Temp\metals-scala-cli11367632497347353279, C:\Users\irushi weerasinghe\Desktop\Scala\hello-world\src\main\scala\Main.scala)
2024.06.18 00:44:32 INFO  tracing is disabled for protocol BSP, to enable tracing of incoming and outgoing JSON messages create an empty file at C:\Users\irushi weerasinghe\Desktop\Scala\hello-world\src\main\scala\.metals\bsp.trace.json or C:\Users\irushi weerasinghe\AppData\Local\scalameta\metals\cache\bsp.trace.json
2024.06.18 00:44:32 INFO  no build target found for C:\Users\irushi weerasinghe\Desktop\Scala\hello-world\src\main\scala\Main.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.06.18 00:44:35 WARN  Could not find semantic tokens for: file:///C:/Users/irushi%20weerasinghe/Desktop/Practical01/diskArea/diskArea.scala
2024.06.18 00:44:36 INFO  Connected to Scala CLI server v1.3.2
2024.06.18 00:44:36 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:44:37 INFO  compiling metals-scala-cli11367632497347353279_f4dd477a3a-4cbf2cebfd (1 scala source)
Jun 18, 2024 12:44:40 AM org.eclipse.lsp4j.jsonrpc.RemoteEndpoint handleCancellation
WARNING: Unmatched cancel notification for request id 45
Jun 18, 2024 12:44:41 AM org.eclipse.lsp4j.jsonrpc.RemoteEndpoint handleCancellation
WARNING: Unmatched cancel notification for request id 44
2024.06.18 00:44:41 INFO  time: compiled metals-scala-cli11367632497347353279_f4dd477a3a-4cbf2cebfd in 4.62s
2024.06.18 00:44:41 INFO  time: compiled diskArea_f4dd477a3a in 5.01s
2024.06.18 00:44:42 WARN  Could not find semantic tokens for: file:///C:/Users/irushi%20weerasinghe/Desktop/Practical01/diskArea/diskArea.scala
2024.06.18 00:44:42 WARN  Could not find semantic tokens for: file:///C:/Users/irushi%20weerasinghe/Desktop/Practical01/diskArea/diskArea.scala
2024.06.18 00:44:43 INFO  time: indexed workspace in 6.51s
2024.06.18 00:44:43 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:44:43 INFO  Scala CLI started for C:\Users\irushi weerasinghe\Desktop\Scala\hello-world\src\main\scala\Main.scala
2024.06.18 00:44:43 WARN  Could not find semantic tokens for: file:///C:/Users/irushi%20weerasinghe/Desktop/Practical01/diskArea/diskArea.scala
2024.06.18 00:44:43 INFO  time: compiled diskArea_f4dd477a3a in 0.63s
2024.06.18 00:44:44 WARN  Could not find semantic tokens for: file:///C:/Users/irushi%20weerasinghe/Desktop/Practical01/diskArea/diskArea.scala
2024.06.18 00:45:02 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:45:02 INFO  time: compiled diskArea_f4dd477a3a in 0.19s
2024.06.18 00:45:08 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:45:08 INFO  time: compiled diskArea_f4dd477a3a in 0.18s
2024.06.18 00:45:13 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:45:13 INFO  time: compiled diskArea_f4dd477a3a in 0.18s
2024.06.18 00:45:19 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:45:19 INFO  time: compiled diskArea_f4dd477a3a in 0.25s
2024.06.18 00:45:20 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:45:20 INFO  time: compiled diskArea_f4dd477a3a in 0.25s
2024.06.18 00:45:22 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:45:22 INFO  time: compiled diskArea_f4dd477a3a in 0.15s
2024.06.18 00:45:26 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:45:26 INFO  time: compiled diskArea_f4dd477a3a in 0.13s
2024.06.18 00:45:28 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:45:28 INFO  time: compiled diskArea_f4dd477a3a in 0.23s
2024.06.18 00:45:30 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:45:30 INFO  time: compiled diskArea_f4dd477a3a in 0.12s
